,0,1,2,3,4,5,6,7,8,9,10,11
0,Overs,Mdns,Runs,Wkts,Econ,Pos,Inns,,Opposition,Ground,Start Date,
1,6.0,0,40,0,6.66,5,1,,v Sri Lanka,Colombo (RPS),8 Feb 2009,ODI # 2818
2,7.0,1,34,0,4.85,4,2,,v West Indies,Kingston,26 Jun 2009,ODI # 2852
3,2.0,0,12,0,6.00,7,2,,v West Indies,Kingston,28 Jun 2009,ODI # 2853
4,9.0,0,39,1,4.33,5,1,,v Australia,Vadodara,25 Oct 2009,ODI # 2913
5,6.3,0,35,3,5.38,6,2,,v Australia,Nagpur,28 Oct 2009,ODI # 2915
6,9.0,1,41,2,4.55,4,1,,v Australia,Delhi,31 Oct 2009,ODI # 2918
7,7.0,0,27,0,3.85,4,1,,v Australia,Mohali,2 Nov 2009,ODI # 2919
8,5.0,0,44,0,8.80,4,1,,v Australia,Hyderabad,5 Nov 2009,ODI # 2923
9,10.0,1,36,0,3.60,4,2,,v Australia,Guwahati,8 Nov 2009,ODI # 2925
10,8.0,0,73,0,9.12,4,2,,v Sri Lanka,Rajkot,15 Dec 2009,ODI # 2932
11,9.1,0,42,0,4.58,5,2,,v Sri Lanka,Nagpur,18 Dec 2009,ODI # 2933
12,10.0,0,32,4,3.20,6,1,,v Sri Lanka,Cuttack,21 Dec 2009,ODI # 2934
13,9.0,1,51,0,5.66,5,1,,v Sri Lanka,Eden Gardens,24 Dec 2009,ODI # 2935
14,DNB,-,-,-,-,-,1,,v Sri Lanka,Delhi,27 Dec 2009,ODI # 2936
15,4.0,0,31,0,7.75,6,2,,v Sri Lanka,Mirpur,5 Jan 2010,ODI # 2938
16,9.0,0,45,1,5.00,6,1,,v Bangladesh,Mirpur,7 Jan 2010,ODI # 2939
17,6.0,1,21,0,3.50,5,1,,v Sri Lanka,Mirpur,10 Jan 2010,ODI # 2941
18,6.0,1,23,0,3.83,6,1,,v Bangladesh,Mirpur,11 Jan 2010,ODI # 2942
19,7.0,0,29,1,4.14,7,2,,v Sri Lanka,Mirpur,13 Jan 2010,ODI # 2943
20,10.0,2,29,2,2.90,4,2,,v South Africa,Jaipur,21 Feb 2010,ODI # 2961
21,8.5,0,41,2,4.64,4,2,,v South Africa,Gwalior,24 Feb 2010,ODI # 2962
22,10.0,0,53,1,5.30,4,1,,v South Africa,Ahmedabad,27 Feb 2010,ODI # 2963
23,10.0,0,51,1,5.10,5,2,,v Zimbabwe,Bulawayo,28 May 2010,ODI # 2981
24,10.0,1,49,2,4.90,5,1,,v Sri Lanka,Bulawayo,30 May 2010,ODI # 2983
25,7.0,0,27,2,3.85,5,2,,v Zimbabwe,Harare,3 Jun 2010,ODI # 2986
26,10.0,0,54,0,5.40,5,2,,v Sri Lanka,Harare,5 Jun 2010,ODI # 2988
27,8.0,0,27,1,3.37,5,1,,v Bangladesh,Dambulla,16 Jun 2010,ODI # 2993
28,10.0,0,43,1,4.30,6,1,,v Pakistan,Dambulla,19 Jun 2010,ODI # 2996
29,6.3,0,29,0,4.46,5,2,,v Sri Lanka,Dambulla,22 Jun 2010,ODI # 2999
30,6.4,0,29,2,4.35,6,2,,v Sri Lanka,Dambulla,24 Jun 2010,ODI # 3001
31,9.0,0,63,0,7.00,5,1,,v New Zealand,Dambulla,10 Aug 2010,ODI # 3030
32,10.0,2,34,2,3.40,5,1,,v Sri Lanka,Dambulla,16 Aug 2010,ODI # 3032
33,DNB,-,-,-,-,-,2,,v Sri Lanka,Dambulla,22 Aug 2010,ODI # 3038
34,3.0,0,21,1,7.00,5,2,,v New Zealand,Dambulla,25 Aug 2010,ODI # 3039
35,7.0,0,40,0,5.71,6,1,,v New Zealand,Vadodara,4 Dec 2010,ODI # 3074
36,9.0,0,42,2,4.66,4,2,,v England,The Oval,9 Sep 2011,ODI # 3189
37,9.0,0,60,1,6.66,5,2,,v England,Lord's,11 Sep 2011,ODI # 3191
38,5.0,0,52,1,10.40,5,2,,v England,Cardiff,16 Sep 2011,ODI # 3195
39,7.0,0,34,3,4.85,6,2,,v England,Hyderabad,14 Oct 2011,ODI # 3199
40,7.0,0,38,1,5.42,6,1,,v England,Delhi,17 Oct 2011,ODI # 3201
41,8.0,0,41,1,5.12,6,1,,v England,Mohali,20 Oct 2011,ODI # 3205
42,10.0,0,41,2,4.10,4,1,,v England,Wankhede,23 Oct 2011,ODI # 3207
43,8.0,0,33,4,4.12,5,2,,v England,Eden Gardens,25 Oct 2011,ODI # 3210
44,10.0,0,42,1,4.20,5,1,,v West Indies,Cuttack,29 Nov 2011,ODI # 3217
45,9.0,2,39,2,4.33,4,1,,v West Indies,Visakhapatnam,2 Dec 2011,ODI # 3219
46,10.0,1,37,0,3.70,4,1,,v West Indies,Ahmedabad,5 Dec 2011,ODI # 3221
47,10.0,2,34,3,3.40,3,2,,v West Indies,Indore,8 Dec 2011,ODI # 3223
48,10.0,0,62,3,6.20,4,2,,v West Indies,Chennai,11 Dec 2011,ODI # 3224
49,2.4,0,41,0,15.37,8,1,,v Australia,Melbourne,5 Feb 2012,ODI # 3231
50,10.0,0,41,1,4.10,4,1,,v Sri Lanka,Perth,8 Feb 2012,ODI # 3233
51,10.0,0,50,0,5.00,3,1,,v Australia,Adelaide,12 Feb 2012,ODI # 3237
52,10.0,0,58,0,5.80,5,1,,v Sri Lanka,Adelaide,14 Feb 2012,ODI # 3239
53,DNB,-,-,-,-,-,1,,v Australia,Brisbane,19 Feb 2012,ODI # 3244
54,10.0,0,43,0,4.30,4,1,,v Sri Lanka,Brisbane,21 Feb 2012,ODI # 3246
55,10.0,0,51,1,5.10,5,1,,v Australia,Sydney,26 Feb 2012,ODI # 3250
56,9.0,0,43,1,4.77,4,1,,v Sri Lanka,Hobart,28 Feb 2012,ODI # 3251
57,4.0,0,31,0,7.75,4,2,,v Sri Lanka,Mirpur,13 Mar 2012,ODI # 3259
58,6.0,0,32,1,5.33,7,2,,v Bangladesh,Mirpur,16 Mar 2012,ODI # 3261
59,10.0,1,41,3,4.10,6,1,,v Pakistan,Eden Gardens,3 Jan 2013,ODI # 3315
60,10.0,2,19,1,1.90,5,2,,v Pakistan,Delhi,6 Jan 2013,ODI # 3316
61,10.0,0,46,0,4.60,5,1,,v England,Rajkot,11 Jan 2013,ODI # 3318
62,7.0,1,12,2,1.71,4,2,,v England,Kochi,15 Jan 2013,ODI # 3320
63,6.2,0,19,3,3.00,4,1,,v England,Ranchi,19 Jan 2013,ODI # 3322
64,10.0,2,39,3,3.90,5,1,,v England,Mohali,23 Jan 2013,ODI # 3327
65,7.2,0,26,1,3.54,6,2,,v England,Dharamsala,27 Jan 2013,ODI # 3329
66,9.0,1,31,2,3.44,5,2,,v South Africa,Cardiff,6 Jun 2013,ODI # 3363
67,10.0,2,36,5,3.60,6,1,,v West Indies,The Oval,11 Jun 2013,ODI # 3368
68,8.0,1,30,2,3.75,6,1,,v Pakistan,Birmingham,15 Jun 2013,ODI # 3372
69,10.0,1,33,1,3.30,4,1,,v Sri Lanka,Cardiff,20 Jun 2013,ODI # 3376
70,4.0,0,24,2,6.00,3,2,,v England,Birmingham,23 Jun 2013,ODI # 3377
71,10.0,1,50,0,5.00,3,2,,v West Indies,Kingston,30 Jun 2013,ODI # 3380
72,9.0,0,55,0,6.11,4,1,,v Sri Lanka,Kingston,2 Jul 2013,ODI # 3382
73,7.0,1,44,2,6.28,4,2,,v West Indies,Port of Spain,5 Jul 2013,ODI # 3383
74,5.0,0,17,2,3.40,4,2,,v Sri Lanka,Port of Spain,9 Jul 2013,ODI # 3387
75,7.5,1,23,4,2.93,7,1,,v Sri Lanka,Port of Spain,11 Jul 2013,ODI # 3388
76,10.0,3,33,0,3.30,4,1,,v Zimbabwe,Harare,24 Jul 2013,ODI # 3395
77,10.0,1,30,1,3.00,4,2,,v Zimbabwe,Harare,26 Jul 2013,ODI # 3397
78,10.0,2,39,1,3.90,5,1,,v Zimbabwe,Harare,28 Jul 2013,ODI # 3399
79,9.0,1,28,2,3.11,4,1,,v Zimbabwe,Bulawayo,1 Aug 2013,ODI # 3402
80,10.0,0,42,1,4.20,3,1,,v Zimbabwe,Bulawayo,3 Aug 2013,ODI # 3403
81,10.0,0,35,1,3.50,5,1,,v Australia,Pune,13 Oct 2013,ODI # 3419
82,10.0,0,72,0,7.20,4,1,,v Australia,Jaipur,16 Oct 2013,ODI # 3420
83,10.0,0,31,1,3.10,4,2,,v Australia,Mohali,19 Oct 2013,ODI # 3421
84,10.0,0,56,1,5.60,5,1,,v Australia,Ranchi,23 Oct 2013,ODI # 3422
85,10.0,0,68,2,6.80,3,1,,v Australia,Nagpur,30 Oct 2013,ODI # 3424
86,10.0,0,73,3,7.30,5,2,,v Australia,Bengaluru,2 Nov 2013,ODI # 3428
87,10.0,0,37,3,3.70,4,1,,v West Indies,Kochi,21 Nov 2013,ODI # 3436
88,10.0,1,44,1,4.40,6,2,,v West Indies,Visakhapatnam,24 Nov 2013,ODI # 3437
89,10.0,0,49,1,4.90,6,1,,v West Indies,Kanpur,27 Nov 2013,ODI # 3439
90,8.0,0,58,0,7.25,5,1,,v South Africa,Johannesburg,5 Dec 2013,ODI # 3442
91,10.0,0,49,1,4.90,7,1,,v South Africa,Durban,8 Dec 2013,ODI # 3443
92,6.0,0,32,0,5.33,5,1,,v South Africa,Centurion,11 Dec 2013,ODI # 3444
93,9.0,0,61,1,6.77,4,1,,v New Zealand,Napier,19 Jan 2014,ODI # 3456
94,8.0,0,46,1,5.75,4,1,,v New Zealand,Hamilton,22 Jan 2014,ODI # 3458
95,10.0,0,47,2,4.70,4,1,,v New Zealand,Auckland,25 Jan 2014,ODI # 3462
96,10.0,2,33,0,3.30,4,2,,v New Zealand,Hamilton,28 Jan 2014,ODI # 3465
97,9.0,0,54,0,6.00,5,1,,v New Zealand,Wellington,31 Jan 2014,ODI # 3467
98,10.0,0,37,0,3.70,5,1,,v Bangladesh,Fatullah,26 Feb 2014,ODI # 3474
99,10.0,1,30,3,3.00,5,2,,v Sri Lanka,Fatullah,28 Feb 2014,ODI # 3476
100,10.0,1,61,0,6.10,4,2,,v Pakistan,Mirpur,2 Mar 2014,ODI # 3479
101,10.0,1,30,4,3.00,4,1,,v Afghanistan,Mirpur,5 Mar 2014,ODI # 3483
102,7.0,0,28,4,4.00,5,2,,v England,Cardiff,27 Aug 2014,ODI # 3517
103,10.0,0,38,1,3.80,7,1,,v England,Nottingham,30 Aug 2014,ODI # 3520
104,10.0,0,40,2,4.00,5,1,,v England,Birmingham,2 Sep 2014,ODI # 3523
105,9.0,0,66,0,7.33,6,1,,v England,Leeds,5 Sep 2014,ODI # 3525
106,10.0,0,58,1,5.80,4,1,,v West Indies,Kochi,8 Oct 2014,ODI # 3531
107,9.0,0,44,3,4.88,4,2,,v West Indies,Delhi,11 Oct 2014,ODI # 3533
108,9.0,1,80,2,8.88,6,2,,v West Indies,Dharamsala,17 Oct 2014,ODI # 3535
109,10.0,0,64,1,6.40,5,1,,v Sri Lanka,Ahmedabad,6 Nov 2014,ODI # 3540
110,TDNB,-,-,-,-,-,-,,v Australia,Sydney,26 Jan 2015,ODI # 3592
111,9.5,0,62,0,6.30,5,2,,v England,Perth,30 Jan 2015,ODI # 3595
112,10.0,0,56,1,5.60,6,2,,v Pakistan,Adelaide,15 Feb 2015,ODI # 3602
113,8.2,0,37,1,4.44,4,2,,v South Africa,Melbourne,22 Feb 2015,ODI # 3610
114,5.0,0,23,2,4.60,5,1,,v U.A.E.,Perth,28 Feb 2015,ODI # 3618
115,8.2,0,27,2,3.24,5,1,,v West Indies,Perth,6 Mar 2015,ODI # 3625
116,7.0,0,45,1,6.42,4,1,,v Ireland,Hamilton,10 Mar 2015,ODI # 3631
117,10.0,0,71,0,7.10,5,1,,v Zimbabwe,Auckland,14 Mar 2015,ODI # 3636
118,8.0,0,42,2,5.25,6,2,,v Bangladesh,Melbourne,19 Mar 2015,ODI # 3641
119,10.0,0,56,0,5.60,5,1,,v Australia,Sydney,26 Mar 2015,ODI # 3645
120,8.0,0,48,1,6.00,6,1,,v Bangladesh,Mirpur,18 Jun 2015,ODI # 3658
121,7.0,0,28,0,4.00,4,2,,v Bangladesh,Mirpur,21 Jun 2015,ODI # 3660
122,9.0,0,61,0,6.77,5,2,,v Australia,Perth,12 Jan 2016,ODI # 3723
123,9.0,0,50,1,5.55,4,2,,v Australia,Brisbane,15 Jan 2016,ODI # 3724
124,10.0,0,49,2,4.90,6,2,,v Australia,Melbourne,17 Jan 2016,ODI # 3725
125,10.0,0,51,0,5.10,6,1,,v Australia,Canberra,20 Jan 2016,ODI # 3726
126,10.0,0,46,0,4.60,5,1,,v Australia,Sydney,23 Jan 2016,ODI # 3727
127,10.0,0,50,1,5.00,4,1,,v England,Pune,15 Jan 2017,ODI # 3819
128,10.0,0,45,1,4.50,3,2,,v England,Cuttack,19 Jan 2017,ODI # 3821
129,10.0,0,62,2,6.20,5,1,,v England,Eden Gardens,22 Jan 2017,ODI # 3824
130,8.0,0,43,2,5.37,5,2,,v Pakistan,Birmingham,4 Jun 2017,ODI # 3878
131,6.0,0,52,0,8.66,5,2,,v Sri Lanka,The Oval,8 Jun 2017,ODI # 3882
132,10.0,0,39,1,3.90,5,1,,v South Africa,The Oval,11 Jun 2017,ODI # 3886
133,10.0,0,48,1,4.80,5,1,,v Bangladesh,Birmingham,15 Jun 2017,ODI # 3891
134,8.0,0,67,0,8.37,5,1,,v Pakistan,The Oval,18 Jun 2017,ODI # 3894
135,10.0,0,48,0,4.80,3,1,,v West Indies,North Sound,2 Jul 2017,ODI # 3900
136,10.0,1,27,0,2.70,4,1,,v West Indies,Kingston,6 Jul 2017,ODI # 3902
137,10.0,0,29,4,2.90,4,1,,v Bangladesh,Dubai (DSC),21 Sep 2018,ODI # 4042
138,9.0,0,50,0,5.55,5,1,,v Pakistan,Dubai (DSC),23 Sep 2018,ODI # 4044
139,10.0,1,46,3,4.60,4,1,,v Afghanistan,Dubai (DSC),25 Sep 2018,ODI # 4046
140,6.0,0,31,0,5.16,5,1,,v Bangladesh,Dubai (DSC),28 Sep 2018,ODI # 4048
141,10.0,0,66,2,6.60,5,1,,v West Indies,Guwahati,21 Oct 2018,ODI # 4056
142,10.0,0,49,0,4.90,4,2,,v West Indies,Visakhapatnam,24 Oct 2018,ODI # 4059
143,10.0,1,39,1,3.90,4,2,,v West Indies,Brabourne,29 Oct 2018,ODI # 4063
144,9.5,1,34,4,3.45,4,1,,v West Indies,Thiruvananthapuram,1 Nov 2018,ODI # 4064
145,10.0,0,48,1,4.80,5,1,,v Australia,Sydney,12 Jan 2019,ODI # 4077
146,10.0,1,49,1,4.90,5,1,,v Australia,Adelaide,15 Jan 2019,ODI # 4078
147,9.0,0,53,0,5.88,5,1,,v Australia,Melbourne,18 Jan 2019,ODI # 4079
148,10.0,0,33,0,3.30,5,1,,v Australia,Hyderabad,2 Mar 2019,ODI # 4102
149,10.0,0,48,1,4.80,3,2,,v Australia,Nagpur,5 Mar 2019,ODI # 4106
150,10.0,0,64,0,6.40,3,1,,v Australia,Ranchi,8 Mar 2019,ODI # 4109
151,10.0,0,45,2,4.50,5,1,,v Australia,Delhi,13 Mar 2019,ODI # 4113
152,10.0,0,40,1,4.00,4,1,,v Sri Lanka,Leeds,6 Jul 2019,ODI # 4187
153,10.0,0,34,1,3.40,4,1,,v New Zealand,Manchester,9 Jul 2019,ODI # 4190
154,1.0,0,6,0,6.00,5,1,,v West Indies,Providence,8 Aug 2019,ODI # 4196
155,4.0,0,15,1,3.75,6,2,,v West Indies,Port of Spain,11 Aug 2019,ODI # 4197
156,5.0,0,26,1,5.20,6,1,,v West Indies,Port of Spain,14 Aug 2019,ODI # 4199
157,10.0,0,58,0,5.80,6,2,,v West Indies,Chennai,15 Dec 2019,ODI # 4221
158,10.0,0,74,2,7.40,4,2,,v West Indies,Visakhapatnam,18 Dec 2019,ODI # 4222
159,10.0,0,54,1,5.40,5,1,,v West Indies,Cuttack,22 Dec 2019,ODI # 4223
160,8.0,0,41,0,5.12,5,2,,v Australia,Wankhede,14 Jan 2020,ODI # 4231
161,10.0,0,58,2,5.80,4,2,,v Australia,Rajkot,17 Jan 2020,ODI # 4232
162,10.0,1,44,2,4.40,5,1,,v Australia,Bengaluru,19 Jan 2020,ODI # 4233
163,10.0,0,64,0,6.40,4,2,,v New Zealand,Hamilton,5 Feb 2020,ODI # 4235
164,10.0,0,35,1,3.50,5,1,,v New Zealand,Auckland,8 Feb 2020,ODI # 4239
165,10.0,0,45,1,4.50,5,2,,v New Zealand,Mount Maunganui,11 Feb 2020,ODI # 4243
166,10.0,0,63,0,6.30,5,1,,v Australia,Sydney,27 Nov 2020,ODI # 4265
167,10.0,0,60,0,6.00,5,1,,v Australia,Sydney,29 Nov 2020,ODI # 4266
168,10.0,0,62,1,6.20,5,2,,v Australia,Canberra,2 Dec 2020,ODI # 4267
169,DNB,-,-,-,-,-,1,,v England,The Oval,12 Jul 2022,ODI # 4424
170,5.0,0,17,0,3.40,6,1,,v England,Lord's,14 Jul 2022,ODI # 4428
171,4.0,0,21,1,5.25,6,1,,v England,Manchester,17 Jul 2022,ODI # 4433
172,9.0,0,46,2,5.11,5,1,,v Australia,Wankhede,17 Mar 2023,ODI # 4538
173,DNB,-,-,-,-,-,2,,v Australia,Visakhapatnam,19 Mar 2023,ODI # 4541
174,10.0,0,34,0,3.40,5,1,,v Australia,Chennai,22 Mar 2023,ODI # 4545
175,6.0,0,37,3,6.16,4,1,,v West Indies,Bridgetown,27 Jul 2023,ODI # 4622
176,6.0,0,24,0,4.00,6,2,,v West Indies,Bridgetown,29 Jul 2023,ODI # 4623
177,5.0,1,29,0,5.80,6,2,,v West Indies,Tarouba,1 Aug 2023,ODI # 4624
178,TDNB,-,-,-,-,-,-,,v Pakistan,Pallekele,2 Sep 2023,ODI # 4630
179,10.0,0,40,3,4.00,5,1,,v Nepal,Pallekele,4 Sep 2023,ODI # 4632
180,5.0,0,26,0,5.20,6,2,,v Pakistan,Colombo (RPS),10 Sep 2023,ODI # 4639
181,10.0,0,33,2,3.30,5,2,,v Sri Lanka,Colombo (RPS),12 Sep 2023,ODI # 4641
182,10.0,1,53,1,5.30,6,1,,v Bangladesh,Colombo (RPS),15 Sep 2023,ODI # 4645
183,DNB,-,-,-,-,-,1,,v Sri Lanka,Colombo (RPS),17 Sep 2023,ODI # 4649
184,10.0,0,51,1,5.10,5,1,,v Australia,Mohali,22 Sep 2023,ODI # 4651
185,5.2,0,42,3,7.87,5,2,,v Australia,Indore,24 Sep 2023,ODI # 4654
186,10.0,0,61,0,6.10,4,1,,v Australia,Rajkot,27 Sep 2023,ODI # 4657
187,10.0,2,28,3,2.80,6,1,,v Australia,Chennai,8 Oct 2023,ODI # 4662
